City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
469,Saint-Francois,46.42,3.91,75.2,overcast clouds,47,100,5.82,FR
470,Deli Tua,3.51,98.68,75.2,mist,100,40,2.24,ID
471,Kidal,18.44,1.41,99.68,clear sky,21,2,12.33,ML
472,Xinqing,48.23,129.5,53.06,overcast clouds,92,100,2.66,CN
473,Haines Junction,60.75,-137.51,55.02,light rain,83,100,2.21,CA
474,Pacific Grove,36.62,-121.92,64.4,smoke,72,40,6.93,US
475,Takaka,-40.85,172.8,51.01,light rain,90,100,7.0,NZ
476,Dalvik,65.97,-18.53,50.0,clear sky,71,2,14.99,IS
477,Biskamzha,53.45,89.53,48.85,scattered clouds,81,33,1.77,RU
478,Lola,7.8,-8.53,72.48,light rain,95,100,2.98,GN
479,Paita,-5.09,-81.11,75.2,broken clouds,60,83,16.11,PE
480,Lasa,46.62,10.7,62.01,few clouds,100,20,5.82,IT
481,Finschhafen,-6.6,147.87,78.19,clear sky,75,5,9.15,PG
482,Faya,18.39,42.45,71.6,clear sky,83,8,6.93,SA
483,Kutum,14.2,24.67,72.39,moderate rain,68,100,10.83,SD
484,Mount Gambier,-37.83,140.77,44.6,light intensity shower rain,81,75,13.87,AU
485,Yinchuan,38.47,106.27,74.75,overcast clouds,49,100,13.33,CN
486,Ferrol,43.48,-8.24,68.0,few clouds,72,20,5.82,ES
487,Kapiri Mposhi,-13.97,28.68,59.23,clear sky,70,0,6.82,ZM
488,Rio Gallegos,-51.62,-69.22,55.4,broken clouds,47,75,18.34,AR
489,Saint-Joseph,-21.37,55.62,66.2,few clouds,68,16,6.93,RE
490,Dera Bugti,29.03,69.15,94.03,scattered clouds,40,32,3.78,PK
491,Killybegs,54.63,-8.45,60.8,scattered clouds,87,40,11.41,IE
492,Ambon,-3.7,128.18,77.0,scattered clouds,88,40,3.36,ID
493,Chipinge,-20.19,32.62,53.17,clear sky,79,3,5.35,ZW
494,Bairiki,1.33,172.98,82.4,broken clouds,78,75,4.7,KI
495,Bendigo,-36.77,144.28,42.01,overcast clouds,68,99,13.09,AU
496,Sarangani,5.4,125.46,83.7,broken clouds,73,60,7.43,PH
497,Great Yarmouth,52.61,1.73,69.01,clear sky,59,0,5.99,GB
498,Boyuibe,-20.42,-63.28,69.15,few clouds,23,21,8.41,BO
499,Miandrivazo,-19.52,45.47,74.77,clear sky,56,0,5.95,MG
500,Sorong,-0.88,131.25,77.77,light rain,86,54,10.98,ID
501,Almenara,-16.18,-40.69,74.7,overcast clouds,66,86,5.5,BR
502,Ewa Beach,21.32,-158.01,82.4,clear sky,61,1,5.82,US
503,Sosnovo-Ozerskoye,52.52,111.54,53.28,overcast clouds,96,100,1.05,RU
504,Ostrovnoy,68.05,39.51,60.55,scattered clouds,74,50,16.46,RU
505,Jalu,29.03,21.55,84.76,clear sky,41,0,16.13,LY
506,Chabahar,25.29,60.64,82.45,broken clouds,83,57,6.06,IR
507,Daru,-9.08,143.21,76.12,broken clouds,80,53,10.38,PG
508,Blagodatnoye,45.4,42.59,66.2,clear sky,52,6,8.95,RU
509,Bowen,-20.02,148.23,63.0,overcast clouds,93,89,4.7,AU
510,San Ignacio,17.16,-89.07,95.0,scattered clouds,55,40,4.7,BZ
511,Brae,60.4,-1.35,55.4,scattered clouds,93,28,10.29,GB
512,Byron Bay,-28.65,153.62,51.8,clear sky,43,0,13.87,AU
513,Kenai,60.55,-151.26,63.0,clear sky,72,1,6.93,US
514,Aden,12.78,45.04,86.23,scattered clouds,66,46,2.21,YE
515,Entre Rios,-11.94,-38.08,78.48,clear sky,60,0,8.57,BR
516,Morgan City,29.7,-91.21,91.0,clear sky,55,1,6.93,US
517,Lerik,38.77,48.41,77.0,broken clouds,61,75,10.29,AZ
518,Gwadar,25.12,62.33,83.12,overcast clouds,82,100,6.04,PK
519,Sao Francisco Do Sul,-26.24,-48.64,64.99,clear sky,51,0,9.17,BR
520,Port-Gentil,-0.72,8.78,77.0,scattered clouds,83,40,14.65,GA
521,Te Anau,-45.42,167.72,40.05,overcast clouds,89,100,0.34,NZ
522,Taoudenni,22.68,-3.98,110.53,clear sky,7,7,11.21,ML
523,Oytal,42.91,73.27,71.62,clear sky,27,0,4.07,KZ
524,Lewiston,44.1,-70.21,73.0,light rain,88,90,5.82,US
525,Magadan,59.57,150.8,42.57,overcast clouds,64,98,7.92,RU
526,Bozdar,27.18,68.64,93.2,haze,63,40,1.28,PK
527,Tyrma,50.08,132.17,57.99,overcast clouds,86,100,1.19,RU
528,Hoima,1.44,31.34,65.3,scattered clouds,87,37,3.76,UG
529,Tazovskiy,67.47,78.7,52.32,overcast clouds,82,100,5.37,RU
530,Annau,37.89,58.52,87.8,scattered clouds,33,40,9.17,TM
531,Casma,-41.01,-73.12,51.8,few clouds,71,20,3.36,CL
532,Brumado,-14.2,-41.67,88.47,few clouds,31,14,8.3,BR
533,Zhoucheng,35.91,116.31,71.04,scattered clouds,89,33,2.48,CN
534,Surt,31.21,16.59,79.59,clear sky,71,0,9.89,LY
535,Wajima,37.4,136.9,76.46,overcast clouds,83,98,9.26,JP
536,Danielskuil,-28.19,23.54,51.51,clear sky,43,0,6.58,ZA
537,Eugene,44.05,-123.09,71.6,scattered clouds,56,40,19.46,US
538,Birao,10.28,22.79,73.92,overcast clouds,92,86,5.17,CF
539,Rampura,30.25,75.23,83.28,clear sky,71,0,7.27,IN
540,Alugan,12.22,125.48,80.15,moderate rain,85,100,6.8,PH
541,Pokrovsk,48.28,37.18,58.91,scattered clouds,63,25,9.28,UA
542,Ahuimanu,21.44,-157.84,82.4,few clouds,65,20,11.41,US
543,Bonavista,48.65,-53.11,64.0,clear sky,78,0,3.0,CA
544,Matay,28.42,30.78,87.13,clear sky,36,0,20.78,EG
545,Bima,-8.47,118.72,71.87,scattered clouds,88,49,3.29,ID
546,Ust-Kuyga,70.02,135.6,39.36,light rain,93,100,0.67,RU
547,Santa Marta,11.24,-74.2,93.2,broken clouds,67,75,9.17,CO
548,Redmond,47.67,-122.12,70.0,scattered clouds,73,42,3.42,US
549,Kamen-Rybolov,44.75,132.04,57.06,overcast clouds,88,100,9.64,RU
550,Antsohihy,-14.88,47.99,70.47,broken clouds,57,66,8.43,MG
551,Miri,4.41,114.01,75.2,light rain,100,40,3.09,MY
552,Half Moon Bay,37.46,-122.43,81.0,overcast clouds,87,90,11.41,US
553,Bathsheba,13.22,-59.52,87.8,few clouds,70,20,11.41,BB
554,Clinton,42.59,-82.92,90.0,few clouds,58,20,10.29,US
555,Angoche,-16.23,39.91,71.96,scattered clouds,77,28,11.43,MZ
556,Zhongshu,24.52,103.77,61.23,light rain,93,30,1.23,CN
557,Vila,42.03,-8.16,72.0,broken clouds,62,51,5.01,PT
558,Sid,45.13,19.23,75.2,clear sky,69,0,5.82,RS
559,Camocim,-2.9,-40.84,87.3,few clouds,53,18,17.31,BR
560,Jaguarao,-32.57,-53.38,60.17,clear sky,45,0,3.65,BR
561,Mayo,38.89,-76.51,82.99,scattered clouds,78,40,11.41,US
562,Oruro,-17.98,-67.15,60.3,clear sky,23,0,11.99,BO
563,Filingue,14.35,3.32,89.69,overcast clouds,47,97,8.93,NE
564,Resavica,44.04,21.58,68.85,clear sky,57,0,3.22,RS
565,Pedernales,18.04,-71.74,95.0,few clouds,56,20,16.11,DO
566,Bay Roberts,47.6,-53.26,69.01,broken clouds,56,75,10.29,CA
567,Richards Bay,-28.78,32.04,66.6,clear sky,67,0,13.4,ZA
568,Wloszczowa,50.85,19.97,71.01,light rain,99,100,7.0,PL
569,Oron,4.83,8.23,75.4,overcast clouds,91,100,5.08,NG
570,Arkhangelsk,64.54,40.54,57.2,fog,100,20,2.24,RU
571,Hede,33.77,120.25,73.63,clear sky,93,0,3.6,CN
572,Comodoro Rivadavia,-45.87,-67.5,68.0,scattered clouds,30,40,26.4,AR
573,Padang,-0.95,100.35,78.31,moderate rain,79,100,4.47,ID
574,Luena,-11.78,19.92,74.77,broken clouds,27,60,4.45,AO
575,Nouakchott,18.09,-15.98,87.8,broken clouds,74,75,18.34,MR
576,Shakhtinsk,49.71,72.59,44.6,clear sky,93,0,4.47,KZ
577,Katherine,-14.47,132.27,64.4,clear sky,48,0,5.82,AU
578,Havoysund,71.0,24.66,64.4,broken clouds,72,59,24.16,NO
579,Wattegama,6.8,81.48,80.6,broken clouds,94,75,6.93,LK
580,Zavodskoy,43.46,132.29,57.2,overcast clouds,93,90,4.47,RU
581,Rawson,-43.3,-65.1,65.91,clear sky,26,0,9.22,AR
582,Kirakira,-10.45,161.92,79.84,overcast clouds,83,100,10.2,SB
583,Hambantota,6.12,81.12,80.6,broken clouds,94,75,6.93,LK
584,Wagar,16.15,36.2,90.72,overcast clouds,51,100,21.5,SD
585,Naryan-Mar,67.67,53.09,50.14,few clouds,87,22,5.41,RU
586,Menemen,38.61,27.07,87.8,clear sky,35,0,11.41,TR
587,Arrifes,37.77,-25.7,77.0,few clouds,78,20,5.82,PT
588,Vostok,46.49,135.88,50.4,overcast clouds,92,100,3.56,RU
589,Kavaratti,10.57,72.64,82.74,light rain,78,73,12.03,IN
590,Goundi,9.36,17.37,72.99,overcast clouds,95,100,4.56,TD
591,Umm Kaddadah,13.6,26.69,92.34,overcast clouds,38,86,11.32,SD
592,Umea,63.83,20.26,64.4,clear sky,93,0,11.41,SE
593,Sao Felix Do Xingu,-6.64,-51.99,101.55,clear sky,18,0,3.27,BR
594,Kitimat,54.05,-128.65,55.4,light intensity shower rain,87,90,13.87,CA
595,Saskatoon,52.12,-106.63,80.6,scattered clouds,44,40,19.46,CA
596,Tiznit,29.58,-9.5,92.43,light rain,22,68,3.6,MA
597,Tarsus,36.92,34.88,82.4,clear sky,61,0,2.24,TR
598,Andros Town,24.7,-77.77,89.6,scattered clouds,66,40,14.99,BS
599,Berdigestyakh,62.1,126.7,36.72,clear sky,82,0,3.58,RU
600,Ilo,-17.64,-71.34,64.4,overcast clouds,77,90,5.82,PE
601,Shuangyang,43.52,125.67,62.6,few clouds,88,20,2.24,CN
602,Kalemie,-5.95,29.19,71.91,scattered clouds,59,40,2.13,CD
603,Dargaville,-35.93,173.88,50.13,clear sky,92,5,4.29,NZ
604,Victor Harbor,-35.57,138.62,46.0,light rain,90,37,12.17,AU
605,Kaliua,-5.06,31.79,73.27,overcast clouds,35,100,4.25,TZ
606,Nedjo,9.5,35.5,60.22,light rain,96,100,1.95,ET
607,Atambua,-9.11,124.89,67.5,clear sky,72,0,4.32,ID
608,Estepona,36.43,-5.15,87.01,haze,61,5,14.99,ES
609,Chippewa Falls,44.94,-91.39,73.0,light rain,83,75,4.7,US
610,Ekibastuz,51.67,75.37,61.3,overcast clouds,64,100,11.95,KZ
611,Catio,11.28,-15.25,78.57,overcast clouds,88,100,6.2,GW
612,Vestmanna,62.16,-7.17,46.4,light rain,93,100,24.16,FO
613,Huambo,-12.78,15.74,68.9,overcast clouds,34,98,4.0,AO
614,Nurota,40.56,65.69,73.4,clear sky,25,0,6.93,UZ
615,Wolbrom,50.38,19.76,73.0,moderate rain,97,100,7.0,PL
616,Salantai,56.07,21.57,69.8,overcast clouds,94,90,4.7,LT
617,Kushima,31.46,131.23,77.13,few clouds,87,13,6.02,JP
618,Chato,-2.64,31.77,71.87,broken clouds,65,62,4.18,TZ
619,Pozo Colorado,-23.49,-58.8,67.3,clear sky,28,0,5.57,PY
620,Frederico Westphalen,-27.36,-53.39,59.0,clear sky,48,0,7.0,BR
621,Cayenne,4.93,-52.33,84.2,scattered clouds,66,29,5.82,GF
622,Whyalla,-33.03,137.58,39.2,clear sky,93,0,6.93,AU
623,Camopi,3.17,-52.32,92.3,broken clouds,43,69,2.17,GF
624,Undory,54.61,48.39,51.8,clear sky,87,0,2.24,RU
625,Sanmenxia,34.77,111.18,69.93,few clouds,85,23,7.52,CN
626,Tianpeng,30.99,103.94,75.0,heavy intensity rain,99,100,2.01,CN
627,Kaputa,-8.47,29.66,74.19,clear sky,48,7,3.47,ZM
628,Orlik,52.52,99.83,48.72,moderate rain,83,100,5.17,RU
629,Isakly,54.13,51.53,53.31,clear sky,87,0,4.12,RU
630,Kaeo,-35.1,173.78,51.01,clear sky,3,0,4.68,NZ
631,Palmer,42.16,-72.33,91.0,broken clouds,45,75,6.93,US
632,Atar,20.52,-13.05,109.0,broken clouds,9,81,6.91,MR
633,Batagay,67.63,134.63,30.25,broken clouds,97,58,2.66,RU
634,Kindu,-2.95,25.95,76.35,few clouds,79,19,2.71,CD
635,Luan,46.36,6.98,75.2,light rain,50,68,17.22,CH
636,Tanout,14.97,8.89,88.88,few clouds,41,11,8.23,NE
637,Paciran,-6.88,112.38,77.88,clear sky,79,0,7.05,ID
638,Shingu,33.73,135.98,74.71,light rain,88,100,4.41,JP
639,Rosarito,32.33,-117.03,89.6,clear sky,48,5,12.75,MX
640,Anapolis,-16.33,-48.95,78.8,broken clouds,36,75,8.03,BR
641,Marawi,8.0,124.29,75.0,clear sky,93,0,4.0,PH
642,Kosterevo,55.93,39.61,55.74,clear sky,83,0,1.68,RU
643,Siniscola,40.57,9.69,86.0,clear sky,51,0,6.93,IT
644,Yar-Sale,66.83,70.83,49.91,clear sky,91,0,9.33,RU
645,Tolaga Bay,-38.37,178.3,52.43,broken clouds,73,82,3.0,NZ
646,Eskisehir,39.78,30.52,73.4,few clouds,53,20,16.11,TR
647,Cockburn Town,21.46,-71.14,84.04,overcast clouds,81,100,23.64,TC
648,Burns Lake,54.23,-125.75,58.44,broken clouds,58,71,12.35,CA
649,Ardakan,32.31,54.02,96.8,clear sky,8,0,9.17,IR
650,Yuanping,38.72,112.76,63.28,overcast clouds,91,100,0.63,CN
651,Vitkov,49.77,17.75,68.0,scattered clouds,88,40,8.05,CZ
652,Leshan,29.56,103.76,74.39,overcast clouds,87,97,1.86,CN
653,Berlevag,70.86,29.09,61.23,broken clouds,75,84,20.04,NO
654,Yakeshi,49.28,120.73,59.45,light rain,81,100,4.32,CN
655,Touros,-5.2,-35.46,80.6,scattered clouds,74,40,17.22,BR
656,Rosario Do Sul,-30.26,-54.91,60.21,clear sky,46,0,6.6,BR
657,Jieshi,22.81,115.83,81.84,overcast clouds,81,96,3.89,CN
658,Northam,51.03,-4.22,63.0,light rain,87,29,14.0,GB
659,Dodge City,37.75,-100.02,88.0,clear sky,40,1,13.87,US
660,Yagodnoye,62.55,149.67,31.86,overcast clouds,97,100,3.38,RU
661,Yulara,-25.24,130.99,51.8,clear sky,40,0,6.93,AU
662,Faridkot,30.67,74.75,83.16,clear sky,68,0,5.57,IN
663,Tirupati,13.65,79.42,80.69,light rain,76,87,5.23,IN
664,Luanda,-8.84,13.23,71.6,broken clouds,88,75,4.7,AO
665,Sault Sainte Marie,46.52,-84.33,73.4,overcast clouds,78,90,5.82,CA
666,Oum Hadjer,13.3,19.7,75.43,heavy intensity rain,85,100,25.21,TD
667,Broome,42.25,-75.83,84.99,few clouds,45,20,3.36,US
668,Cascais,38.7,-9.42,73.0,few clouds,64,20,20.8,PT
669,Assomada,15.1,-23.68,84.2,few clouds,70,20,8.05,CV
670,Jimenez,28.33,-105.4,89.6,scattered clouds,38,40,21.92,MX
671,Zakupne,49.12,26.34,73.0,clear sky,62,0,4.0,UA
672,Coos Bay,43.37,-124.22,71.01,few clouds,72,20,18.34,US
673,Avdon,54.67,55.72,57.2,mist,87,90,6.71,RU
674,Gniezno,52.53,17.58,64.99,overcast clouds,94,100,1.99,PL
675,Paracuru,-3.41,-39.03,79.0,clear sky,74,3,24.0,BR
676,Burnie,-41.07,145.92,42.01,clear sky,71,1,21.0,AU
677,Nara,34.69,135.8,77.0,overcast clouds,90,100,1.74,JP
678,Slave Lake,55.28,-114.77,60.8,overcast clouds,82,90,9.17,CA
679,Ourossogui,15.61,-13.32,96.8,few clouds,50,20,4.7,SN
680,Yangjiang,21.85,111.97,78.35,clear sky,82,0,1.52,CN
681,Acandi,8.51,-77.28,83.23,moderate rain,79,7,2.51,CO
682,Vanavara,60.34,102.28,54.45,clear sky,93,4,5.88,RU
683,Argayash,55.49,60.88,55.4,mist,100,75,6.71,RU
684,Nemuro,43.32,145.57,59.86,clear sky,87,0,6.78,JP
685,Newport,51.59,-3.0,64.0,broken clouds,89,72,3.0,GB
686,Dallas,32.77,-96.78,95.0,few clouds,38,20,5.82,US
687,Thiruvananthapuram,8.48,76.92,82.4,mist,88,20,5.82,IN
688,Ayr,55.46,-4.63,60.8,scattered clouds,82,40,9.17,GB
689,Codrington,-38.27,141.97,46.13,clear sky,80,0,17.45,AU
690,Meadow Lake,34.8,-106.54,91.4,clear sky,15,1,5.55,US
691,Waddan,29.16,16.14,83.73,clear sky,42,0,19.6,LY
692,Maragogi,-9.01,-35.22,77.05,broken clouds,78,65,9.51,BR
693,Ngaoundere,7.32,13.58,66.99,moderate rain,98,100,2.57,CM
694,Lucapa,-8.42,20.74,78.62,overcast clouds,43,87,2.73,AO
695,Cooma,-36.23,149.13,35.6,broken clouds,69,75,17.22,AU
696,Diamantino,-14.41,-56.45,83.61,clear sky,30,0,7.52,BR
697,Sayyan,15.17,44.32,68.0,light rain,59,55,5.35,YE
698,Hervey Bay,-25.3,152.85,54.0,clear sky,40,0,5.82,AU
699,Ossora,59.24,163.07,49.03,overcast clouds,79,91,4.99,RU
700,Turukhansk,65.82,87.98,56.17,light rain,89,100,2.57,RU
701,Midyat,37.42,41.34,80.6,broken clouds,39,75,9.17,TR
702,Mmabatho,-25.85,25.63,55.4,clear sky,47,0,4.7,ZA
703,Kasongo,-4.45,26.67,81.36,clear sky,46,10,0.83,CD
704,Aksu,41.12,80.26,76.75,clear sky,34,0,5.08,CN
705,Challapata,-18.9,-66.77,54.36,clear sky,28,2,10.65,BO
